shot_number,lat_lowestmode,lon_lowestmode,sensitivity,quality_flag,rh,max_rh
19640018800109462,-13.725942601468569,-44.14687103914784,0.9427726864814758,1,"[-5.3499999  -4.86000013 -4.48999977 -4.1500001  -3.8499999  -3.63000011
 -3.4000001  -3.22000003 -3.02999997 -2.88000011 -2.73000002 -2.61999989
 -2.5        -2.3499999  -2.27999997 -2.17000008 -2.05999994 -1.98000002
 -1.87       -1.78999996 -1.72000003 -1.63999999 -1.57000005 -1.49000001
 -1.41999996 -1.34000003 -1.26999998 -1.19000006 -1.15999997 -1.08000004
 -1.00999999 -0.97000003 -0.88999999 -0.81999999 -0.77999997 -0.70999998
 -0.67000002 -0.58999997 -0.56       -0.47999999 -0.44       -0.37
 -0.33000001 -0.25999999 -0.22       -0.14       -0.11       -0.03
  0.          0.07        0.11        0.18000001  0.22        0.28999999
  0.33000001  0.41        0.44        0.51999998  0.56        0.63
  0.67000002  0.74000001  0.81999999  0.86000001  0.93000001  1.00999999
  1.03999996  1.12        1.19000006  1.26999998  1.30999994  1.38
  1.46000004  1.52999997  1.61000001  1.67999995  1.75999999  1.83000004
  1.90999997  2.01999998  2.08999991  2.17000008  2.27999997  2.3499999
  2.47000003  2.57999992  2.69000006  2.79999995  2.95000005  3.06999993
  3.22000003  3.36999989  3.54999995  3.74000001  3.93000007  4.1500001
  4.40999985  4.75        5.13000011  5.6500001   6.46999979]",6.46999979019165
19640019000109463,-13.725528672750386,-44.14655452573767,0.9497794508934021,1,"[-4.86000013 -4.40999985 -4.03999996 -3.77999997 -3.54999995 -3.32999992
 -3.1400001  -2.95000005 -2.79999995 -2.6500001  -2.53999996 -2.3900001
 -2.27999997 -2.17000008 -2.05999994 -1.94000006 -1.83000004 -1.75999999
 -1.63999999 -1.57000005 -1.49000001 -1.38       -1.30999994 -1.23000002
 -1.15999997 -1.08000004 -1.00999999 -0.93000001 -0.86000001 -0.81999999
 -0.74000001 -0.67000002 -0.58999997 -0.51999998 -0.47999999 -0.41
 -0.33000001 -0.25999999 -0.22       -0.14       -0.07       -0.03
  0.03        0.11        0.14        0.22        0.28999999  0.37
  0.41        0.47999999  0.56        0.63        0.67000002  0.74000001
  0.81999999  0.88999999  0.97000003  1.03999996  1.12        1.19000006
  1.26999998  1.34000003  1.41999996  1.49000001  1.57000005  1.63999999
  1.72000003  1.83000004  1.90999997  1.98000002  2.05999994  2.17000008
  2.24000001  2.31999993  2.43000007  2.5         2.61999989  2.69000006
  2.79999995  2.88000011  2.99000001  3.06999993  3.18000007  3.28999996
  3.36999989  3.48000002  3.58999991  3.70000005  3.81999993  3.93000007
  4.07999992  4.19000006  4.34000015  4.48999977  4.67999983  4.86000013
  5.05000019  5.30999994  5.61000013  6.03000021  6.80999994]",6.809999942779541
19640019200109464,-13.725113702908283,-44.146237936926774,0.9379757046699524,1,"[-4.82999992 -4.34000015 -3.97000003 -3.63000011 -3.36999989 -3.1400001
 -2.95000005 -2.76999998 -2.61999989 -2.47000003 -2.3499999  -2.20000005
 -2.13000011 -2.01999998 -1.90999997 -1.83000004 -1.72000003 -1.63999999
 -1.57000005 -1.49000001 -1.41999996 -1.34000003 -1.26999998 -1.19000006
 -1.15999997 -1.08000004 -1.00999999 -0.97000003 -0.88999999 -0.86000001
 -0.77999997 -0.70999998 -0.67000002 -0.58999997 -0.56       -0.47999999
 -0.44       -0.41       -0.33000001 -0.28999999 -0.22       -0.18000001
 -0.11       -0.07       -0.03        0.03        0.07        0.14
  0.18000001  0.25999999  0.28999999  0.33000001  0.41        0.44
  0.51999998  0.56        0.63        0.67000002  0.74000001  0.77999997
  0.86000001  0.88999999  0.97000003  1.03999996  1.08000004  1.15999997
  1.23000002  1.26999998  1.34000003  1.41999996  1.49000001  1.52999997
  1.61000001  1.67999995  1.75999999  1.83000004  1.90999997  1.98000002
  2.05999994  2.17000008  2.24000001  2.31999993  2.43000007  2.5
  2.61999989  2.73000002  2.83999991  2.95000005  3.06999993  3.18000007
  3.28999996  3.44000006  3.58999991  3.74000001  3.93000007  4.1500001
  4.38000011  4.63999987  4.98000002  5.46000004  6.32000017]",6.320000171661377
19640019400109465,-13.724699866195966,-44.145921430601256,0.9525758624076843,1,"[-5.88000011 -5.42999983 -5.05000019 -4.78999996 -4.53000021 -4.30000019
 -4.11999989 -3.97000003 -3.77999997 -3.67000008 -3.51999998 -3.4000001
 -3.25       -3.1400001  -3.02999997 -2.92000008 -2.83999991 -2.73000002
 -2.6500001  -2.53999996 -2.47000003 -2.3499999  -2.27999997 -2.20000005
 -2.13000011 -2.05999994 -1.98000002 -1.87       -1.78999996 -1.72000003
 -1.63999999 -1.57000005 -1.52999997 -1.46000004 -1.38       -1.30999994
 -1.23000002 -1.15999997 -1.08000004 -1.00999999 -0.97000003 -0.88999999
 -0.81999999 -0.74000001 -0.67000002 -0.63       -0.56       -0.47999999
 -0.41       -0.37       -0.28999999 -0.22       -0.14       -0.11
 -0.03        0.03        0.11        0.14        0.22        0.28999999
  0.37        0.41        0.47999999  0.56        0.63        0.70999998
  0.74000001  0.81999999  0.88999999  0.97000003  1.03999996  1.12
  1.19000006  1.26999998  1.34000003  1.41999996  1.49000001  1.57000005
  1.63999999  1.75999999  1.83000004  1.90999997  2.01999998  2.13000011
  2.20000005  2.31999993  2.43000007  2.57999992  2.69000006  2.83999991
  2.99000001  3.1400001   3.32999992  3.51999998  3.74000001  4.
  4.26000023  4.5999999   5.05000019  5.61000013  6.46999979]",6.46999979019165
19640019600109466,-13.724287729146445,-44.14560504633463,0.9497378468513489,1,"[-5.5        -4.98000002 -4.55999994 -4.26000023 -3.97000003 -3.74000001
 -3.54999995 -3.36999989 -3.22000003 -3.06999993 -2.95000005 -2.79999995
 -2.69000006 -2.57999992 -2.5        -2.3900001  -2.27999997 -2.20000005
 -2.08999991 -2.01999998 -1.94000006 -1.87       -1.78999996 -1.72000003
 -1.63999999 -1.57000005 -1.49000001 -1.41999996 -1.34000003 -1.26999998
 -1.19000006 -1.12       -1.08000004 -1.00999999 -0.93000001 -0.88999999
 -0.81999999 -0.74000001 -0.70999998 -0.63       -0.56       -0.51999998
 -0.44       -0.41       -0.33000001 -0.25999999 -0.22       -0.14
 -0.11       -0.03        0.03        0.07        0.14        0.18000001
  0.25999999  0.28999999  0.37        0.44        0.47999999  0.56
  0.63        0.67000002  0.74000001  0.81999999  0.86000001  0.93000001
  1.00999999  1.03999996  1.12        1.19000006  1.26999998  1.34000003
  1.41999996  1.49000001  1.57000005  1.63999999  1.72000003  1.78999996
  1.87        1.94000006  2.01999998  2.08999991  2.20000005  2.27999997
  2.3900001   2.47000003  2.57999992  2.69000006  2.79999995  2.92000008
  3.02999997  3.18000007  3.32999992  3.48000002  3.63000011  3.81999993
  4.03999996  4.26000023  4.5999999   5.05000019  5.88000011]",5.880000114440918
19640019800109467,-13.723874601471467,-44.14528858628347,0.943977952003479,1,"[-4.94000006 -4.48999977 -4.1500001  -3.8900001  -3.67000008 -3.48000002
 -3.32999992 -3.18000007 -3.02999997 -2.92000008 -2.79999995 -2.69000006
 -2.57999992 -2.47000003 -2.3900001  -2.31999993 -2.20000005 -2.13000011
 -2.05999994 -1.98000002 -1.90999997 -1.83000004 -1.75999999 -1.67999995
 -1.63999999 -1.57000005 -1.49000001 -1.41999996 -1.38       -1.30999994
 -1.26999998 -1.19000006 -1.12       -1.08000004 -1.00999999 -0.97000003
 -0.88999999 -0.86000001 -0.77999997 -0.74000001 -0.67000002 -0.63
 -0.58999997 -0.51999998 -0.47999999 -0.41       -0.37       -0.33000001
 -0.25999999 -0.22       -0.14       -0.11       -0.07        0.
  0.03        0.07        0.14        0.18000001  0.25999999  0.28999999
  0.33000001  0.41        0.44        0.51999998  0.56        0.63
  0.67000002  0.74000001  0.77999997  0.86000001  0.88999999  0.97000003
  1.00999999  1.08000004  1.12        1.19000006  1.26999998  1.34000003
  1.38        1.46000004  1.52999997  1.61000001  1.67999995  1.75999999
  1.83000004  1.94000006  2.01999998  2.13000011  2.20000005  2.31999993
  2.43000007  2.53999996  2.69000006  2.83999991  2.99000001  3.18000007
  3.4000001   3.67000008  4.          4.48999977  5.3499999 ]",5.349999904632568
19640020000109468,-13.723461270735653,-44.14497210604402,0.9486891031265259,1,"[-5.09000015 -4.63999987 -4.30000019 -4.         -3.77999997 -3.54999995
 -3.36999989 -3.22000003 -3.06999993 -2.92000008 -2.79999995 -2.6500001
 -2.53999996 -2.43000007 -2.3499999  -2.24000001 -2.17000008 -2.05999994
 -1.98000002 -1.90999997 -1.83000004 -1.75999999 -1.67999995 -1.61000001
 -1.52999997 -1.46000004 -1.38       -1.34000003 -1.26999998 -1.19000006
 -1.15999997 -1.08000004 -1.03999996 -0.97000003 -0.88999999 -0.86000001
 -0.77999997 -0.74000001 -0.70999998 -0.63       -0.58999997 -0.51999998
 -0.47999999 -0.41       -0.37       -0.33000001 -0.25999999 -0.22
 -0.18000001 -0.11       -0.07        0.          0.03        0.07
  0.14        0.18000001  0.22        0.28999999  0.33000001  0.41
  0.44        0.47999999  0.56        0.58999997  0.67000002  0.70999998
  0.77999997  0.81999999  0.88999999  0.93000001  1.00999999  1.03999996
  1.12        1.19000006  1.23000002  1.30999994  1.38        1.46000004
  1.49000001  1.57000005  1.63999999  1.72000003  1.83000004  1.90999997
  1.98000002  2.05999994  2.17000008  2.27999997  2.3499999   2.47000003
  2.61999989  2.73000002  2.88000011  3.06999993  3.25        3.44000006
  3.70000005  4.03999996  4.44999981  4.98000002  5.84000015]",5.840000152587891
19640020200109469,-13.723047077195586,-44.14465555619631,0.9397087693214417,1,"[-5.5        -5.01000023 -4.63999987 -4.30000019 -4.03999996 -3.81999993
 -3.63000011 -3.44000006 -3.25       -3.0999999  -2.95000005 -2.83999991
 -2.73000002 -2.61999989 -2.5        -2.3900001  -2.27999997 -2.20000005
 -2.08999991 -2.01999998 -1.94000006 -1.87       -1.78999996 -1.72000003
 -1.63999999 -1.57000005 -1.49000001 -1.41999996 -1.34000003 -1.26999998
 -1.23000002 -1.15999997 -1.08000004 -1.03999996 -0.97000003 -0.88999999
 -0.86000001 -0.77999997 -0.74000001 -0.67000002 -0.63       -0.56
 -0.51999998 -0.44       -0.41       -0.33000001 -0.28999999 -0.22
 -0.18000001 -0.14       -0.07       -0.03        0.03        0.07
  0.14        0.18000001  0.25999999  0.28999999  0.37        0.41
  0.44        0.51999998  0.56        0.63        0.70999998  0.74000001
  0.81999999  0.86000001  0.93000001  0.97000003  1.03999996  1.12
  1.15999997  1.23000002  1.30999994  1.38        1.46000004  1.49000001
  1.57000005  1.63999999  1.72000003  1.78999996  1.90999997  1.98000002
  2.05999994  2.13000011  2.24000001  2.3499999   2.43000007  2.53999996
  2.6500001   2.79999995  2.92000008  3.06999993  3.22000003  3.4000001
  3.58999991  3.8499999   4.1500001   4.5999999   5.3499999 ]",5.349999904632568
19640020400109470,-13.722631343207729,-44.14433888573793,0.9515952467918396,1,"[-5.19999981 -4.71000004 -4.34000015 -4.03999996 -3.77999997 -3.58999991
 -3.4000001  -3.25       -3.0999999  -2.95000005 -2.83999991 -2.73000002
 -2.61999989 -2.5        -2.3900001  -2.31999993 -2.20000005 -2.13000011
 -2.05999994 -1.98000002 -1.87       -1.78999996 -1.72000003 -1.63999999
 -1.57000005 -1.49000001 -1.46000004 -1.38       -1.30999994 -1.23000002
 -1.15999997 -1.12       -1.03999996 -0.97000003 -0.93000001 -0.86000001
 -0.77999997 -0.74000001 -0.67000002 -0.63       -0.56       -0.47999999
 -0.44       -0.37       -0.33000001 -0.25999999 -0.22       -0.14
 -0.07       -0.03        0.03        0.07        0.14        0.18000001
  0.25999999  0.28999999  0.37        0.44        0.47999999  0.56
  0.58999997  0.67000002  0.74000001  0.77999997  0.86000001  0.93000001
  0.97000003  1.03999996  1.12        1.19000006  1.23000002  1.30999994
  1.38        1.46000004  1.52999997  1.61000001  1.67999995  1.78999996
  1.87        1.94000006  2.05999994  2.13000011  2.24000001  2.3499999
  2.47000003  2.57999992  2.69000006  2.83999991  2.99000001  3.1400001
  3.28999996  3.48000002  3.70000005  3.93000007  4.19000006  4.48999977
  4.82999992  5.23999977  5.73000002  6.36000013  7.30000019]",7.300000190734863
19640020600109471,-13.722218711018321,-44.14402243474696,0.9416375160217285,1,"[-7.19000006 -6.69999981 -6.32000017 -5.94999981 -5.69000006 -5.42999983
 -5.19999981 -4.98000002 -4.78999996 -4.5999999  -4.40999985 -4.23000002
 -4.07999992 -3.93000007 -3.77999997 -3.63000011 -3.51999998 -3.36999989
 -3.25       -3.0999999  -2.99000001 -2.88000011 -2.76999998 -2.6500001
 -2.53999996 -2.43000007 -2.31999993 -2.20000005 -2.08999991 -2.01999998
 -1.90999997 -1.83000004 -1.72000003 -1.63999999 -1.52999997 -1.46000004
 -1.38       -1.26999998 -1.19000006 -1.12       -1.00999999 -0.93000001
 -0.86000001 -0.77999997 -0.70999998 -0.63       -0.56       -0.44
 -0.37       -0.28999999 -0.22       -0.14       -0.07        0.
  0.07        0.14        0.22        0.28999999  0.41        0.47999999
  0.56        0.63        0.70999998  0.77999997  0.86000001  0.97000003
  1.03999996  1.12        1.19000006  1.30999994  1.38        1.46000004
  1.57000005  1.63999999  1.75999999  1.83000004  1.94000006  2.01999998
  2.13000011  2.24000001  2.31999993  2.43000007  2.53999996  2.6500001
  2.79999995  2.92000008  3.02999997  3.18000007  3.32999992  3.48000002
  3.63000011  3.81999993  3.97000003  4.19000006  4.38000011  4.63999987
  4.9000001   5.23999977  5.6500001   6.21000004  7.07000017]",7.070000171661377
